Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AllStar,AllNBA,AllDef,Center
248,Tyronn Lue,PG,28,ATL,51,1234,15.5,0.585,0.304,0.33,1.2,6.9,4,21.7,1.1,0.2,13.5,20.4,2.8,-0.1,2.7,0.104,1.3,-4.2,-2.9,-0.3,0,0,0,0
249,Arvydas Macijauskas,SG,26,NOK,19,135,8.3,0.462,0.293,0.366,2.6,6.3,4.4,6.1,2.8,0,14.4,19.2,-0.1,0.1,0,-0.001,-3.5,-1.3,-4.8,-0.1,0,0,0,0
250,Mark Madsen,C,30,MIN,62,676,5.3,0.427,0.106,0.712,9.1,15.7,12.5,2.4,1.8,1.9,23.1,7.9,-0.3,0.9,0.6,0.043,-4.4,1.4,-3,-0.2,0,0,0,1
251,Corey Maggette,SF,26,LAC,32,943,18.9,0.584,0.189,0.683,3.6,16.6,10.4,12.1,1.1,0.3,13.8,27.7,1.9,1.1,3,0.154,1,-1.3,-0.3,0.4,0,0,0,0
252,Jamaal Magloire,C,27,MIL,82,2465,11.1,0.494,0,0.541,10.4,27.4,18.8,3.6,0.6,2.6,17.9,17.2,-0.8,2.9,2,0.039,-4.3,0.4,-3.9,-1.2,0,0,0,1
253,Stephon Marbury,PG,28,NYK,60,2193,16.4,0.532,0.134,0.421,1.4,8.4,4.9,31.7,1.5,0.1,14.6,22.2,3.5,0.3,3.9,0.084,1.8,-2.3,-0.5,0.8,0,0,0,0
254,Shawn Marion,PF,27,PHO,81,3263,23.6,0.591,0.212,0.218,8.7,23.6,16.3,6.8,2.5,2.9,7.7,22.3,8.6,5.9,14.6,0.214,2.6,2.2,4.8,5.6,1,0,0,0
255,Sean Marks,PF,30,SAS,25,181,17.9,0.531,0.042,0.169,8,19.8,14,7,1.5,2.8,8.4,22,0.2,0.4,0.6,0.156,-2.2,0.7,-1.5,0,0,0,0,0
256,Donyell Marshall,PF,32,CLE,81,2077,13.4,0.517,0.589,0.183,5.9,22.3,14,4.8,1.5,1.5,11,18.2,1.4,2.8,4.2,0.097,-0.3,-0.2,-0.5,0.8,0,0,0,0
257,Rawle Marshall,SF,23,DAL,23,241,10.1,0.488,0.05,0.483,4.1,11.3,7.7,6.5,1.8,2.2,17.1,17,-0.1,0.3,0.2,0.043,-3.4,0.2,-3.2,-0.1,0,0,0,0
258,Darrick Martin,PG,34,TOR,40,339,11.5,0.474,0.412,0.247,0.7,6.8,3.6,25.7,2.6,0,12.2,16.7,0.3,0.1,0.4,0.052,-0.8,-3.4,-4.2,-0.2,0,0,0,0
259,Kenyon Martin,PF,28,DEN,56,1546,16.7,0.533,0.037,0.283,7.1,19.4,13.3,8.8,1.4,2.5,9.6,21.6,1.8,2,3.8,0.117,-0.9,0.6,-0.3,0.6,0,0,0,0
260,Kevin Martin,SG,22,SAC,72,1913,14.8,0.604,0.328,0.407,3.6,12.3,8,8.3,1.5,0.3,11.2,17.4,3.6,1.9,5.5,0.137,0.7,-0.7,0,1,0,0,0,0
261,Desmond Mason,SF,28,NOK,70,2102,9.2,0.46,0.009,0.438,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,-1.7,1.4,-0.2,-0.005,-4.3,-0.8,-5.1,-1.6,0,0,0,0
262,Jason Maxiell,PF,22,DET,26,159,8,0.414,0,0.778,8.9,12.1,10.5,3.1,1.4,2.3,13.2,24.9,-0.4,0.2,-0.2,-0.054,-7.2,-1.6,-8.8,-0.3,0,0,0,0
263,Sean May,PF,21,CHA,23,398,15.3,0.474,0.029,0.374,11.5,20.9,15.9,9.7,2.2,2.3,14.2,25.9,-0.1,0.5,0.4,0.047,-2.8,0.3,-2.5,-0.1,0,0,0,0
264,Rashad McCants,SG,21,MIN,79,1362,12.6,0.539,0.336,0.198,2.6,9.8,6.3,8.4,1.7,1.2,12.9,23.3,0.2,1.4,1.6,0.058,-1.1,-1.6,-2.7,-0.2,0,0,0,0
265,Walter McCarty,SF,31,LAC,36,353,5.9,0.407,0.455,0.212,5.2,16.7,11.2,9.8,1.2,1.1,14.9,16.7,-0.5,0.5,0,-0.001,-3.5,-0.2,-3.6,-0.1,0,0,0,0
266,Antonio McDyess,PF,31,DET,82,1733,15.5,0.52,0.004,0.218,10.6,19.4,15,8.8,1.5,2,11,18.9,1.9,2.8,4.6,0.128,-1.1,1.2,0.1,0.9,0,0,0,0
267,Tracy McGrady,SF,26,HOU,47,1745,21.9,0.494,0.231,0.336,3.1,17.2,10.3,28.8,1.8,1.9,9.4,35,1.4,2.7,4.1,0.112,3.6,0.9,4.5,2.9,1,0,0,0
268,Jeff McInnis,SG,31,NJN,28,486,9.2,0.478,0.112,0.203,2.6,9.5,6,18.7,1.2,0.3,15.7,17.9,-0.2,0.6,0.3,0.031,-4.1,-0.6,-4.7,-0.3,0,0,0,0
269,Aaron McKie,PG,33,LAL,14,121,6.1,0.272,0.167,0.167,2.9,16.5,9.7,12.5,2.2,0,13.4,5.6,0,0.1,0.1,0.041,-4.7,1.2,-3.5,0,0,0,0,0
270,Keith McLeod,PG,26,UTA,66,1232,8.6,0.464,0.241,0.391,1.1,6.7,3.8,20.7,1.9,0.6,16,17.8,-0.2,0.8,0.6,0.024,-2.9,-2.1,-4.9,-0.9,0,0,0,0
271,Stanislav Medvedenko,PF,26,LAL,2,6,11,0.5,0,0,0,0,0,28.4,0,0,0,15.2,0,0,0,0.114,-4.2,-9.4,-13.6,0,0,0,0,0
272,Chris Mihm,C,26,LAL,59,1541,15.3,0.552,0,0.438,10.5,18,14.2,6.6,0.5,3.6,13.2,18.7,2.2,1.7,4,0.124,-1.6,0.3,-1.4,0.2,0,0,0,1
273,Aaron Miles,PG,22,GSW,19,118,6,0.405,0,0.222,0,13.6,6.6,29.5,1.7,0.6,35.8,11.6,-0.2,0.1,0,-0.015,-7.3,-0.4,-7.8,-0.2,0,0,0,0
274,C.J. Miles,PG,18,UTA,23,203,13.8,0.456,0.263,0.316,10.7,12,11.3,14.3,1.9,0.8,9.4,21.8,0.1,0.2,0.3,0.076,-0.1,-1.7,-1.8,0,0,0,0,0
275,Darius Miles,SF,24,POR,40,1286,12.5,0.48,0.02,0.32,2.2,15,8.5,10.8,1.8,2.3,14.5,25.1,-1.6,0.6,-1,-0.037,-3.6,-0.5,-4.1,-0.7,0,0,0,0
276,Darko Milicic,C,20,DET/ORL,55,767,15.2,0.52,0.009,0.214,7.2,16.8,12.1,9.2,1,7.8,16.6,19,0,1.1,1.2,0.073,-2.9,3,0,0.4,0,0,0,1
277,Andre Miller,PG,29,DEN,82,2937,16.4,0.532,0.031,0.486,3.7,10.2,7,36.2,1.8,0.5,19.5,20,3.6,2.6,6.2,0.101,0.7,-0.2,0.5,1.8,0,0,0,0
278,Brad Miller,C,29,SAC,79,2923,17.5,0.576,0.1,0.385,4.9,19.5,12.3,21.5,1.1,1.6,14.9,18.9,5.5,3.6,9.1,0.15,1,1.5,2.5,3.3,0,0,0,1
279,Mike Miller,SG,25,MEM,74,2268,17.2,0.595,0.446,0.276,2.3,18.8,10.6,16.5,1.3,1,14.1,21.3,3.9,3.5,7.4,0.157,2,0.5,2.5,2.6,0,0,0,0
280,Yao Ming,C,25,HOU,57,1949,25.6,0.592,0.001,0.439,9.1,25.6,17.5,9.8,0.8,3.9,12,29.9,5,3.5,8.6,0.211,0.8,1,1.7,1.8,1,1,0,1
281,Cuttino Mobley,SF,30,LAC,79,2979,13.1,0.519,0.243,0.271,2,10.9,6.6,13.1,1.6,0.9,11.4,19.8,1.9,3.4,5.3,0.086,0,0.5,0.4,1.8,0,0,0,0
282,Nazr Mohammed,C,28,SAS,80,1389,15,0.56,0,0.382,14.2,21.2,17.8,4.7,0.8,2.5,17.1,18.3,1.7,2.8,4.5,0.156,-1.9,1.3,-0.7,0.5,0,0,0,1
283,Sergei Monia,SF,22,POR/SAC,26,343,6.3,0.413,0.391,0.161,3.8,14.6,9.1,8.9,1.1,1.1,11.4,14.5,-0.3,0.1,-0.2,-0.025,-3.3,-1.5,-4.8,-0.2,0,0,0,0
284,Mikki Moore,C,30,SEA,47,583,8.6,0.509,0.016,0.5,9,18.1,13.5,6.8,0.6,2,20.9,14.7,0.1,0,0.1,0.006,-2.9,-1.5,-4.4,-0.4,0,0,0,1
285,Terence Morris,SF,27,ORL,22,192,5.1,0.348,0.041,0.061,4,20,12.2,3.2,1.7,2.1,12.2,14.1,-0.4,0.2,-0.1,-0.031,-6.8,0,-6.8,-0.2,0,0,0,0
286,Alonzo Mourning*,C,35,MIA,65,1302,19.4,0.615,0.003,0.711,11.8,20.3,16.2,1.4,0.5,10.2,16,17.5,2.1,2.6,4.8,0.176,-2.5,2.7,0.3,0.8,0,0,0,1
287,Troy Murphy,PF,25,GSW,74,2516,15.9,0.529,0.216,0.381,8.4,24.9,16.5,6.7,1,0.8,9.9,19.2,3.5,3,6.5,0.125,-0.8,0.1,-0.7,0.8,0,0,0,0
288,Lamond Murray,SF,32,NJN,57,576,10.8,0.493,0.431,0.221,5.8,21.3,13.4,3.9,1.6,1,10,18,-0.1,1,0.9,0.076,-3.6,-0.7,-4.4,-0.3,0,0,0,0
289,Ronald Murray,SG,26,SEA/CLE,76,2112,11.5,0.487,0.184,0.315,1.8,6.9,4.3,15.4,1.7,0.4,13.4,21.7,0.2,0.5,0.7,0.015,-1.4,-2,-3.4,-0.8,0,0,0,0
290,Dikembe Mutombo,C,39,HOU,64,955,12.7,0.626,0,0.958,12.5,24.9,18.8,0.7,1,4.9,20.6,8.5,1.3,1.8,3.1,0.156,-4,1.6,-2.4,-0.1,0,0,0,1
291,Boniface N'Dong,C,28,LAC,23,152,11,0.439,0.019,0.17,12,16.1,14.1,7.5,0.7,2.5,9.5,19.1,0,0.2,0.2,0.058,-3.3,-0.5,-3.9,-0.1,0,0,0,1
292,Bostjan Nachbar,PF-SF,25,NOK/NJN,36,502,7.2,0.448,0.455,0.282,1.8,12.6,7.1,8.9,1.7,0.8,12,18.6,-0.4,0.5,0.1,0.005,-2.9,-0.9,-3.8,-0.2,0,0,0,0
293,Lee Nailon,PF,30,PHI,22,237,14.5,0.537,0,0.188,11.3,9.4,10.4,5,1.7,1.3,10.4,18.6,0.3,0.2,0.5,0.096,-1.5,-1.9,-3.4,-0.1,0,0,0,0
294,Eduardo Najera,PF,29,DEN,64,1449,10.9,0.494,0.04,0.379,10.4,15.7,13.1,5.2,1.9,1.8,13.3,12.5,1,1.8,2.7,0.09,-1.7,1.6,-0.1,0.7,0,0,0,0
295,Steve Nash,PG,31,PHO,79,2796,23.3,0.632,0.324,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19,23.3,10.3,2.1,12.4,0.212,5.3,-1.6,3.6,3.9,1,1,0,0
296,Jameer Nelson,PG,23,ORL,62,1784,19.5,0.567,0.229,0.252,2.8,9.5,6.2,31.5,2.1,0.4,15.6,25.1,3.5,1.4,4.9,0.132,3.5,-1.5,2.1,1.8,0,0,0,0
297,Rasho Nesterovic,C,29,SAS,80,1515,11,0.521,0.006,0.09,9.1,14.8,12.1,3.4,0.8,4.2,13.2,12.6,0.9,2.9,3.7,0.118,-2.8,2.8,0,0.8,0,0,0,1
298,Ira Newble,SG,31,CLE,36,353,4,0.375,0.228,0.281,7,11.9,9.4,3.7,0.8,2.2,15.8,10,-0.3,0.3,0.1,0.009,-4.6,0.6,-4,-0.2,0,0,0,0
299,Andres Nocioni,PF,26,CHI,82,2239,16.1,0.567,0.286,0.291,4.6,21,12.8,9,0.9,1.8,11.3,21.3,3.3,3.4,6.7,0.144,0.1,0.7,0.8,1.6,0,0,0,0
300,Moochie Norris,PG,32,HOU/NOK,45,424,10.1,0.479,0.125,0.375,3.4,11.7,7.5,20.1,2.6,0.2,20.2,18.2,-0.3,0.5,0.3,0.029,-3.4,0.2,-3.3,-0.1,0,0,0,0
301,Dirk Nowitzki,PF,27,DAL,81,3089,28.1,0.589,0.173,0.382,4.6,23.4,14.2,14.7,1,2.1,7.9,30,13.5,4.3,17.7,0.275,5.3,-0.3,5.1,5.5,1,1,0,0
302,Jermaine O'Neal,PF,27,IND,51,1802,20.4,0.53,0.012,0.457,6.7,23.2,15.2,14.9,0.8,4.7,13.5,28.9,1.4,3.5,4.9,0.131,-1.1,2.7,1.6,1.6,1,0,0,0
303,Shaquille O'Neal,C,33,MIA,59,1806,24.4,0.586,0,0.589,11.7,23.1,17.6,12.4,0.7,4.4,14.3,30,3.3,2.9,6.2,0.164,1.2,1.2,2.3,2,1,1,0,1
304,Fabricio Oberto,C,30,SAS,59,490,9.3,0.491,0.022,0.29,14.1,15.5,14.8,8.3,1,1.6,21.1,12.9,0.2,0.9,1.1,0.105,-2.3,2,-0.2,0.2,0,0,0,1
305,Lamar Odom,PF,26,LAL,80,3221,17,0.558,0.232,0.338,6.6,20.3,13.5,22.4,1.2,1.5,16.7,18.1,5.4,3.8,9.2,0.137,1.7,1.6,3.3,4.3,0,0,0,0
306,Emeka Okafor,PF,23,CHA,26,874,14.9,0.464,0,0.396,11.7,23.7,17.3,6,1.3,4.4,12.5,21.5,-0.2,1.1,1,0.054,-3.3,1.5,-1.8,0,0,0,0,0
307,Mehmet Okur,PF,26,UTA,82,2945,19,0.554,0.207,0.402,8.6,22.2,15.4,12.8,0.7,2.1,10.9,23.5,6.3,3,9.3,0.152,2.1,-0.3,1.8,2.8,0,0,0,0
308,Kevin Ollie,SG,33,PHI,70,1069,7.8,0.491,0.017,0.282,1.4,9.3,5.4,13.8,1.6,0.2,12.9,9.6,0.5,0.5,1.1,0.048,-3.3,-0.9,-4.2,-0.6,0,0,0,0
309,Michael Olowokandi,C,30,MIN/BOS,48,919,8.3,0.456,0,0.196,6.7,21.7,14.4,4.1,1.3,2.7,17.4,16.2,-1.1,1.4,0.3,0.014,-5.6,0.8,-4.8,-0.7,0,0,0,1
310,Greg Ostertag,C,32,UTA,60,807,11.6,0.503,0,0.387,12.2,21.7,16.9,11.7,0.4,6.8,24.1,11,0.2,1.1,1.3,0.076,-2.9,3.1,0.2,0.4,0,0,0,1
311,Bo Outlaw,PF,34,ORL,32,355,11.8,0.61,0,0.138,11.1,15.6,13.4,6.2,1.5,2.7,21.7,10.5,0.4,0.4,0.7,0.101,-0.9,1.2,0.4,0.2,0,0,0,0
312,Travis Outlaw,PF,21,POR,69,1153,12.9,0.491,0.144,0.242,4.9,14.9,9.9,5.2,1.5,3,8.3,18.3,0.4,0.5,0.9,0.039,-2.6,-1,-3.6,-0.5,0,0,0,0
313,Andre Owens,PG,25,UTA,23,210,5.2,0.421,0.216,0.243,6.3,5.8,6.1,6.8,1.3,0,13.7,20.9,-0.3,0.1,-0.2,-0.047,-4.5,-3.1,-7.6,-0.3,0,0,0,0
314,Zaza Pachulia,C,21,ATL,78,2452,15,0.53,0.003,0.593,12.6,17.6,15,8.5,1.9,1.2,17.3,19.2,2.5,1.4,3.9,0.077,-0.5,-0.3,-0.8,0.8,0,0,0,1
315,Scott Padgett,PF,29,NJN,62,718,12.5,0.489,0.602,0.169,9,18.1,13.5,9.5,2.1,1.4,8.9,15.5,0.6,1.3,1.8,0.123,-0.5,1.1,0.5,0.5,0,0,0,0
316,Milt Palacio,PG,27,UTA,71,1376,9.9,0.47,0.04,0.372,1.5,10.4,5.9,24.4,1.9,0.8,19,19.5,-0.9,1.1,0.2,0.008,-3.5,-1.3,-4.8,-1,0,0,0,0
317,Jannero Pargo,PG,26,CHI,57,646,9.9,0.455,0.353,0.072,1.4,9.4,5.4,24.8,1.9,0.2,16.8,25.3,-0.9,0.8,-0.1,-0.008,-2.4,-1.2,-3.6,-0.3,0,0,0,0
318,Smush Parker,PG,24,LAL,82,2773,13.4,0.548,0.421,0.231,1.6,9.9,5.7,17.3,2.7,0.4,14.6,16.5,2.8,3,5.8,0.1,0.7,0.3,0.9,2,0,0,0,0
319,Tony Parker,PG,23,SAS,80,2715,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,5.5,4.1,9.6,0.169,2.4,0,2.4,3,1,0,0,0
320,Ruben Patterson,SF-SG,30,POR/DEN,71,1792,16.4,0.547,0.02,0.532,7.8,8.4,8.1,12.7,2.3,0.9,16.1,24.1,1.1,1,2.1,0.055,-0.2,-0.7,-1,0.5,0,0,0,0
321,Chris Paul,PG,20,NOK,78,2808,22.1,0.546,0.187,0.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,6.8,3.6,10.4,0.178,4.5,1,5.5,5.3,0,0,0,0
322,Sasha Pavlovic,SG,22,CLE,53,813,6.9,0.516,0.453,0.231,2.3,9.4,5.8,4.9,1.2,0.6,15.2,15.7,-0.1,0.6,0.5,0.03,-2.4,-1.1,-3.5,-0.3,0,0,0,0
323,Gary Payton*,PG,37,MIA,81,2305,10.7,0.52,0.42,0.23,1.8,9.7,5.9,16.7,1.6,0.3,14.5,14.1,1.8,2.3,4.1,0.085,-0.3,0.2,-0.1,1.1,0,0,0,0
324,Kendrick Perkins,C,21,BOS,68,1332,13.2,0.548,0.008,0.489,13.1,23.6,18.5,8.1,0.8,6,24.9,14.8,0.3,2,2.3,0.082,-2.7,2.8,0.1,0.7,0,0,0,1
325,Morris Peterson,SG,28,TOR,82,3140,15.3,0.561,0.409,0.268,2.4,12.8,7.4,10,1.7,0.4,9.3,19.9,5.2,0.6,5.9,0.09,2.3,-1.3,1,2.3,0,0,0,0
326,Johan Petro,C,20,SEA,68,1282,10.4,0.53,0,0.25,10.1,17.9,13.9,1.8,1,3.1,15.3,13.7,0.7,0.2,1,0.037,-2.4,-1.5,-3.9,-0.6,0,0,0,1
327,Eric Piatkowski,SG,35,CHI,29,228,6.2,0.467,0.541,0.082,2,9.5,5.8,8.8,1.4,0.3,14.8,14.7,-0.2,0.2,0.1,0.018,-3.1,-0.3,-3.5,-0.1,0,0,0,0
328,Paul Pierce,SF,28,BOS,79,3084,23.6,0.582,0.215,0.555,3.1,17.5,10.5,23.4,1.8,0.8,13,31.2,8.3,3.2,11.5,0.178,4.5,-0.5,4,4.7,1,0,0,0
329,Mickael Pietrus,SF,23,GSW,52,1179,10,0.5,0.421,0.342,5.4,10.2,7.7,6.2,1.4,0.6,14,21.1,-0.3,0.9,0.6,0.024,-1.8,-1.2,-2.9,-0.3,0,0,0,0
330,Zoran Planinic,PG,23,NJN,56,596,6.9,0.45,0.306,0.361,2.7,12,7.3,15,1.8,0.5,16.9,20.2,-0.8,0.8,0.1,0.005,-4.6,-0.3,-4.9,-0.4,0,0,0,0
331,Pavel Podkolzin,C,21,DAL,1,18,2.3,0.323,0,3,0,45.9,23.4,0,0,4.2,30.1,17.2,-0.1,0,-0.1,-0.135,-15.4,-3,-18.4,-0.1,0,0,0,1
332,Scot Pollard,C,30,IND,45,771,12.3,0.495,0,0.247,11.3,21,16.3,5.1,2.6,1.9,13.2,11.9,0.6,1.6,2.1,0.134,-2.3,3,0.7,0.5,0,0,0,1
333,James Posey,SF,29,MIA,67,1914,9.8,0.572,0.734,0.154,2.1,16.9,9.8,6.8,1.5,0.8,12.1,11.6,1.8,2.4,4.2,0.104,0.5,0.9,1.4,1.6,0,0,0,0
334,Vitaly Potapenko,C,30,SEA/SAC,33,353,7.4,0.535,0,0.239,9.1,12.8,10.9,3.9,0.3,0.4,16.9,12,0.2,-0.1,0.1,0.012,-2.3,-2.9,-5.2,-0.3,0,0,0,1
335,Josh Powell,PF,23,DAL,37,429,9.2,0.546,0,0.556,8,14.6,11.4,3.2,0.9,0.7,17.9,13.4,0.3,0.4,0.7,0.079,-2.2,-0.9,-3.1,-0.1,0,0,0,0
336,Ronnie Price,PG,22,SAC,29,150,10.5,0.474,0.466,0.207,3.9,7.7,5.8,12.1,2.1,0,13.6,22.4,-0.1,0.1,0.1,0.021,-2.2,-2.4,-4.6,-0.1,0,0,0,0
337,Tayshaun Prince,SF,25,DET,82,2898,14.8,0.524,0.183,0.238,4.2,10,7.1,10.8,1.2,1,7.6,19.6,4,3,7,0.115,0.3,0.2,0.5,1.8,0,0,1,0
338,Laron Profit,SG,28,LAL,25,279,11.8,0.55,0.214,0.286,3.4,14.7,9.1,8.8,2.1,1.4,20.2,19.4,0,0.3,0.3,0.05,-3.4,-0.4,-3.8,-0.1,0,0,0,0
339,Joel Przybilla,C,26,POR,56,1395,15.3,0.561,0,0.644,12.4,21.4,16.9,5,0.8,7.1,19.9,13,1,1.2,2.3,0.078,-2,2.5,0.5,0.9,0,0,0,1
340,Vladimir Radmanovic,PF,25,SEA/LAC,77,1974,13.6,0.545,0.551,0.177,3.9,17.4,10.8,10.9,1.6,1.1,11.8,18.1,2.3,1.4,3.8,0.091,1.5,-0.8,0.7,1.4,0,0,0,0
341,Shavlik Randolph,PF,22,PHI,57,487,12.6,0.511,0,0.732,13.2,18.8,16,5.9,2,1.9,14.1,14,0.5,0.5,1.1,0.105,-2.2,0,-2.2,0,0,0,0,0
342,Zach Randolph,PF,24,POR,74,2545,16.9,0.483,0.045,0.279,9,19.1,14,11.4,1.2,0.4,10.7,28.8,0.4,0.9,1.3,0.024,-0.8,-2,-2.8,-0.5,0,0,0,0
343,Theo Ratliff,C,32,POR,55,1301,12.2,0.599,0,0.439,8.1,17.8,12.9,3.4,0.8,5.2,17.2,9.9,1.3,0.7,2,0.074,-2.2,1.4,-0.7,0.4,0,0,0,1
344,Zeljko Rebraca,C,33,LAC,29,412,10.7,0.592,0,0.427,3.8,13.8,9,3.5,0.6,3.5,17.4,15.5,0.2,0.5,0.7,0.086,-3.6,0.3,-3.3,-0.1,0,0,0,1
345,Michael Redd,SG,26,MIL,80,3130,21.2,0.574,0.272,0.377,2.9,10.2,6.5,13.8,1.6,0.1,8.8,28.3,8.8,2,10.8,0.166,4,-1.9,2.1,3.2,0,0,0,0
346,Justin Reed,SF,24,BOS/MIN,72,997,7.9,0.467,0.003,0.407,6.6,8.4,7.5,6.8,1.2,1.1,13,18.9,-0.4,0.8,0.4,0.021,-4,-1.1,-5.1,-0.8,0,0,0,0
347,Jason Richardson,SG,25,GSW,75,2877,19.2,0.538,0.332,0.285,4,13.2,8.5,15.6,1.7,1,9.4,27.6,4.5,2.8,7.3,0.122,2.9,-0.4,2.5,3.3,0,0,0,0
348,Quentin Richardson,SF,25,NYK,55,1442,9.6,0.452,0.41,0.198,5.4,14.1,9.7,10.3,1.4,0.3,10.1,17.4,0.2,0.5,0.7,0.023,-0.4,-1,-1.4,0.2,0,0,0,0
349,Luke Ridnour,PG,24,SEA,79,2625,16,0.506,0.186,0.284,2.1,8.8,5.4,32.3,2.5,0.6,15.3,18.1,4.4,0,4.4,0.081,1.3,-1.9,-0.6,0.9,0,0,0,0
350,Anthony Roberson,PG,22,MEM,16,88,11.7,0.549,0.323,0.065,0,8.2,4.1,10.7,0.6,0,8.6,19.3,0.1,0.1,0.2,0.088,-2,-3.2,-5.2,-0.1,0,0,0,0
351,Lawrence Roberts,C,23,MEM,33,181,13.8,0.471,0.045,0.523,17.6,15.3,16.4,4.8,2.5,0.9,8.5,15.9,0.2,0.3,0.5,0.144,-1.4,0.3,-1,0,0,0,0,1
352,Bernard Robinson,SF,25,CHA,66,1303,12,0.498,0.058,0.367,5.2,14.9,9.7,9.5,3.2,0.6,14.9,17,0.1,1.6,1.7,0.061,-2.5,1.3,-1.2,0.3,0,0,0,0
353,Clifford Robinson,PF,39,NJN,80,1863,9.6,0.502,0.341,0.154,3.4,13.5,8.4,8.2,1.3,1.7,10.2,15.4,0.2,2.7,2.8,0.073,-2.6,1,-1.6,0.2,0,0,0,0
354,Nate Robinson,PG,21,NYK,72,1544,12.6,0.512,0.258,0.358,4.4,8.8,6.6,17,2,0.1,14.8,22.5,1,0.5,1.5,0.046,0.4,-1.8,-1.4,0.2,0,0,0,0
355,Jalen Rose,SF-SG,33,TOR/NYK,72,1983,13.9,0.538,0.251,0.464,1.7,11.6,6.5,15.5,0.8,0.5,12.2,21.8,2.5,0,2.5,0.06,0.1,-2.6,-2.5,-0.2,0,0,0,0
356,Malik Rose,PF,31,NYK,72,1119,10.2,0.466,0.004,0.488,9,19.2,14.1,9.7,2,1,19,17.1,-0.3,0.8,0.5,0.021,-2.9,0.3,-2.5,-0.1,0,0,0,0
357,Quinton Ross,SG,24,LAC,67,1515,7.4,0.465,0.023,0.244,3,9.7,6.5,7.8,1.8,0.8,12.1,11.8,-0.2,1.7,1.6,0.05,-3,1.2,-1.7,0.1,0,0,0,0
358,Michael Ruffin,C,29,WAS,76,1010,8.1,0.479,0.026,0.961,13.6,17.7,15.6,3.7,1.7,2.4,25.8,6.5,0.6,1.1,1.7,0.081,-1.9,1.9,0,0.5,0,0,0,1
359,Kareem Rush,SG,25,CHA,47,1111,9.8,0.471,0.35,0.164,1.8,9.5,5.4,7.7,1.8,0.9,11.4,22.7,-1,0.7,-0.2,-0.01,-2.5,-1.5,-3.9,-0.5,0,0,0,0
360,Bryon Russell,SF,35,DEN,1,3,16.4,,,,0,38.5,19.5,43.2,0,0,,0,0,0,0,0.194,-5.2,0.5,-4.6,0,0,0,0,0
361,John Salmons,SG,26,PHI,82,2059,10.7,0.508,0.167,0.384,2.7,9.8,6.3,16.7,1.8,0.5,17,16.3,0.5,1.2,1.7,0.04,-2,-0.8,-2.8,-0.4,0,0,0,0
362,Jamal Sampson,PF,22,SAC,12,39,24.4,0.635,0,0.286,15.2,38.6,27,20.8,0,7.5,0,9.3,0.2,0.1,0.2,0.293,1.3,4,5.4,0.1,0,0,0,0
363,Melvin Sanders,SG,25,SAS,16,113,10.5,0.548,0.091,0.303,4.3,19.4,12,4.3,2.4,0,17.6,19.2,0,0.2,0.2,0.093,-4.2,0.4,-3.9,-0.1,0,0,0,0
364,Brian Scalabrine,PF,27,BOS,71,938,5.9,0.491,0.451,0.187,3.6,11,7.4,8.2,1.2,1.5,19.3,12.7,-0.4,0.7,0.3,0.015,-3,-0.4,-3.4,-0.3,0,0,0,0
365,Alex Scales,SG,27,SAS,1,0,,,,,,,,,,,,,0,0,0,,-5.5,1.5,-4,0,0,0,0,0
366,Luke Schenscher,C,23,CHI,20,149,9.3,0.567,0,0.5,6.2,16.1,11.2,7.3,0.3,1.6,13.6,11.1,0.1,0.2,0.3,0.095,-3.1,0.7,-2.4,0,0,0,0,1
367,Ha Seung-Jin,C,20,POR,27,212,6.9,0.572,0,0.548,7.8,20.2,13.9,0.8,0.8,2.9,26.7,11.7,-0.1,0.1,0,0.003,-5.5,-1.6,-7.1,-0.3,0,0,0,1
368,Wayne Simien,PF,22,MIA,43,414,11.5,0.541,0,0.283,11.3,13.6,12.5,2.7,1.6,0.2,15.1,17.7,0.4,0.5,0.8,0.096,-2.6,-1.4,-4,-0.2,0,0,0,0
369,Bobby Simmons,SF,25,MIL,75,2538,13.8,0.559,0.309,0.248,4.2,11.5,7.8,11.2,1.8,0.7,12.1,18.3,3.3,2,5.3,0.101,1.1,0.2,1.3,2.1,0,0,0,0
370,James Singleton,SF,24,LAC,59,753,13.6,0.587,0.132,0.331,10.2,19.8,15.2,5.9,1.3,2.1,13.9,12.3,1.2,1.1,2.3,0.147,-0.8,1,0.2,0.4,0,0,0,0
371,Brian Skinner,PF-C,29,SAC/POR,65,944,10.5,0.517,0,0.35,9.5,19.2,14.3,5,1.4,3.4,19.6,11.4,0.1,1,1.1,0.057,-3.4,1.3,-2.1,0,0,0,0,1
372,Charles Smith,SG,30,POR/DEN,22,210,12,0.53,0.528,0.111,1.7,7.6,4.6,7.6,1.3,2.2,5,17.9,0.2,0,0.3,0.06,0.1,-2.9,-2.8,0,0,0,0,0
